db_name,hex,h,s,v
champagne,#fad6a5,0.096078431372549,0.3399999999999999,0.9803921568627452
charcoal,#36454f,0.5666666666666668,0.3164556962025316,0.3098039215686274
charm_pink,#e68fac,0.9444444444444444,0.3782608695652174,0.9019607843137256
chartreuse_traditional,#dfff00,0.1875816993464052,1.0,1.0
chartreuse_web,#7fff00,0.2503267973856209,1.0,1.0
cherry,#de3163,0.9518304431599228,0.7792792792792793,0.8705882352941177
cherry_blossom_pink,#ffb7c5,0.9675925925925926,0.2823529411764706,1.0
chestnut,#cd5c5c,0.0,0.551219512195122,0.803921568627451
china_pink,#de6fa1,0.924924924924925,0.5,0.8705882352941177
china_rose,#a8516e,0.9444444444444444,0.5178571428571429,0.6588235294117647
chinese_red,#aa381e,0.0309523809523809,0.8235294117647058,0.6666666666666666
chocolate_traditional,#7b3f00,0.0853658536585365,1.0,0.4823529411764706
chocolate_web,#d2691e,0.0694444444444444,0.8571428571428571,0.8235294117647058
chrome_yellow,#ffa700,0.1091503267973856,1.0,1.0
cinereous,#98817b,0.0344827586206896,0.1907894736842105,0.596078431372549
cinnabar,#e34234,0.0133333333333333,0.7709251101321587,0.8901960784313725
cinnamon,#d2691e,0.0694444444444444,0.8571428571428571,0.8235294117647058
citrine,#e4d00a,0.1513761467889908,0.9561403508771932,0.8941176470588236
classic_rose,#fbcce7,0.9042553191489362,0.1872509960159361,0.984313725490196
cobalt,#0047ab,0.5974658869395711,1.0,0.6705882352941176
cocoa_brown,#d2691e,0.0694444444444444,0.8571428571428571,0.8235294117647058
coffee,#6f4e37,0.0684523809523809,0.5045045045045045,0.4352941176470588
columbia_blue,#9bddff,0.5566666666666666,0.3921568627450981,1.0
congo_pink,#f88379,0.0131233595800524,0.5120967741935484,0.9725490196078432
cool_black,#002e63,0.5892255892255892,1.0,0.388235294117647
cool_grey,#8c92ac,0.6354166666666669,0.1860465116279069,0.6745098039215687
copper,#b87333,0.0802005012531328,0.7228260869565216,0.7215686274509804
copper_crayola,#da8a67,0.0507246376811594,0.5275229357798165,0.8549019607843137
copper_penny,#ad6f69,0.0147058823529411,0.393063583815029,0.6784313725490196
copper_red,#cb6d51,0.0382513661202185,0.6009852216748769,0.796078431372549
copper_rose,#966,0.0,0.3333333333333332,0.6
coquelicot,#ff3800,0.0366013071895424,1.0,1.0
coral,#ff7f50,0.0447619047619047,0.6862745098039216,1.0
coral_pink,#f88379,0.0131233595800524,0.5120967741935484,0.9725490196078432
coral_red,#ff4040,0.0,0.7490196078431373,1.0
cordovan,#893f45,0.9864864864864864,0.5401459854014599,0.5372549019607843
corn,#fbec5d,0.15084388185654,0.6294820717131475,0.984313725490196
cornell_red,#b31b1b,0.0,0.8491620111731845,0.7019607843137254
cornflower_blue,#6495ed,0.6070559610705596,0.5780590717299579,0.9294117647058824
cornsilk,#fff8dc,0.1333333333333333,0.1372549019607842,1.0
cosmic_latte,#fff8e7,0.1180555555555555,0.0941176470588235,1.0
cotton_candy,#ffbcd9,0.927860696517413,0.2627450980392156,1.0
cream,#fffdd0,0.1595744680851064,0.1843137254901961,1.0
crimson,#dc143c,0.9666666666666668,0.9090909090909092,0.8627450980392157
crimson_glory,#be0032,0.956140350877193,1.0,0.7450980392156863
cyan,#0ff,0.5,1.0,1.0
cyan_process,#00b7eb,0.5368794326241134,1.0,0.9215686274509804
daffodil,#ffff31,0.1666666666666666,0.807843137254902,1.0
dandelion,#f0e130,0.1536458333333333,0.8,0.9411764705882352
dark_blue,#00008b,0.6666666666666666,1.0,0.5450980392156862
dark_brown,#654321,0.0833333333333333,0.6732673267326732,0.396078431372549
dark_byzantium,#5d3954,0.875,0.3870967741935483,0.3647058823529411
dark_candy_apple_red,#a40000,0.0,1.0,0.6431372549019608
dark_cerulean,#08457e,0.5805084745762712,0.9365079365079364,0.4941176470588235
dark_chestnut,#986960,0.0267857142857142,0.3684210526315789,0.596078431372549
dark_coral,#cd5b45,0.0269607843137254,0.6634146341463416,0.803921568627451
dark_cyan,#008b8b,0.5,1.0,0.5450980392156862
dark_electric_blue,#536878,0.5720720720720721,0.3083333333333333,0.4705882352941176
dark_goldenrod,#b8860b,0.1184971098265895,0.940217391304348,0.7215686274509804
dark_gray,#a9a9a9,0.0,0.0,0.6627450980392157
dark_green,#013220,0.4387755102040816,0.98,0.196078431372549
dark_imperial_blue,#00416a,0.5644654088050315,1.0,0.4156862745098039
dark_jungle_green,#1a2421,0.45,0.2777777777777778,0.1411764705882353
dark_khaki,#bdb76b,0.1544715447154471,0.4338624338624339,0.7411764705882353
dark_lava,#483c32,0.0757575757575757,0.3055555555555556,0.2823529411764706
dark_lavender,#734f96,0.7511737089201879,0.4733333333333333,0.5882352941176471
dark_magenta,#8b008b,0.8333333333333334,1.0,0.5450980392156862
dark_midnight_blue,#036,0.5833333333333334,1.0,0.4
dark_olive_green,#556b2f,0.2277777777777777,0.5607476635514018,0.4196078431372549
dark_orange,#ff8c00,0.0915032679738562,1.0,1.0
dark_orchid,#9932cc,0.7781385281385281,0.7549019607843138,0.8
dark_pastel_blue,#779ecb,0.5892857142857143,0.4137931034482758,0.796078431372549
dark_pastel_green,#03c03c,0.3835978835978835,0.984375,0.7529411764705882
dark_pastel_purple,#966fd6,0.7297734627831716,0.4813084112149532,0.8392156862745098
dark_pastel_red,#c23b22,0.0260416666666666,0.8247422680412372,0.7607843137254902
dark_pink,#e75480,0.9501133786848072,0.6363636363636364,0.9058823529411764
dark_powder_blue,#039,0.611111111111111,1.0,0.6
dark_raspberry,#872657,0.915807560137457,0.7185185185185184,0.5294117647058824
dark_red,#8b0000,0.0,1.0,0.5450980392156862
dark_salmon,#e9967a,0.042042042042042,0.4763948497854077,0.9137254901960784
dark_scarlet,#560319,0.9558232931726908,0.9651162790697674,0.3372549019607843
dark_sea_green,#8fbc8f,0.3333333333333333,0.2393617021276596,0.7372549019607844
dark_sienna,#3c1414,0.0,0.6666666666666666,0.2352941176470588
dark_slate_blue,#483d8b,0.6901709401709403,0.5611510791366905,0.5450980392156862
dark_slate_gray,#2f4f4f,0.5,0.4050632911392405,0.3098039215686274
dark_spring_green,#177245,0.4175824175824176,0.7982456140350876,0.4470588235294118
dark_tan,#918151,0.125,0.4413793103448276,0.5686274509803921
dark_tangerine,#ffa812,0.1054852320675105,0.9294117647058824,1.0
dark_taupe,#483c32,0.0757575757575757,0.3055555555555556,0.2823529411764706
dark_terra_cotta,#cc4e5c,0.9814814814814816,0.6176470588235294,0.8
dark_turquoise,#00ced1,0.5023923444976076,1.0,0.8196078431372549
dark_violet,#9400d3,0.783570300157978,1.0,0.8274509803921568
dark_yellow,#9b870c,0.1433566433566433,0.9225806451612903,0.6078431372549019
dartmouth_green,#00703c,0.4226190476190476,1.0,0.4392156862745098
davy_s_grey,#555,0.0,0.0,0.3333333333333333
debian_red,#d70a53,0.9406504065040652,0.9534883720930232,0.8431372549019608
deep_carmine,#a9203e,0.9635036496350364,0.8106508875739645,0.6627450980392157
deep_carmine_pink,#ef3038,0.9930191972076788,0.799163179916318,0.9372549019607844
deep_carrot_orange,#e9692c,0.0537918871252204,0.8111587982832619,0.9137254901960784
deep_cerise,#da3287,0.9156746031746033,0.7706422018348624,0.8549019607843137
deep_champagne,#fad6a5,0.096078431372549,0.3399999999999999,0.9803921568627452
deep_chestnut,#b94e48,0.0088495575221239,0.6108108108108108,0.7254901960784313
deep_coffee,#704241,0.0035460992907801,0.4196428571428571,0.4392156862745098
deep_fuchsia,#c154c1,0.8333333333333334,0.5647668393782384,0.7568627450980392
deep_jungle_green,#004b49,0.4955555555555555,1.0,0.2941176470588235
deep_lilac,#95b,0.7777777777777778,0.5454545454545454,0.7333333333333333
deep_magenta,#c0c,0.8333333333333334,1.0,0.8
deep_peach,#ffcba4,0.0714285714285713,0.3568627450980391,1.0
deep_pink,#ff1493,0.9099290780141844,0.9215686274509804,1.0
deep_ruby,#843f5b,0.932367149758454,0.5227272727272727,0.5176470588235295
deep_saffron,#f93,0.0833333333333333,0.8,1.0
deep_sky_blue,#00bfff,0.5418300653594771,1.0,1.0
deep_tuscan_red,#66424d,0.9490740740740742,0.3529411764705882,0.4
denim,#1560bd,0.5922619047619048,0.8888888888888888,0.7411764705882353
desert,#c19a6b,0.0910852713178294,0.4455958549222797,0.7568627450980392
desert_sand,#edc9af,0.0698924731182795,0.2616033755274262,0.9294117647058824
dim_gray,#696969,0.0,0.0,0.4117647058823529
dodger_blue,#1e90ff,0.5822222222222222,0.8823529411764706,1.0
dogwood_rose,#d71868,0.9301919720767888,0.8883720930232558,0.8431372549019608
dollar_bill,#85bb65,0.2713178294573643,0.4598930481283422,0.7333333333333333
drab,#967117,0.1181102362204724,0.8466666666666667,0.5882352941176471
duke_blue,#00009c,0.6666666666666666,1.0,0.611764705882353
earth_yellow,#e1a95f,0.0948717948717948,0.5777777777777777,0.8823529411764706
ebony,#555d50,0.2692307692307692,0.1397849462365591,0.3647058823529411
ecru,#c2b280,0.1262626262626262,0.3402061855670102,0.7607843137254902
eggplant,#614051,0.914141414141414,0.3402061855670102,0.3803921568627451
eggshell,#f0ead6,0.1282051282051281,0.1083333333333333,0.9411764705882352
egyptian_blue,#1034a6,0.6266666666666666,0.9036144578313252,0.6509803921568628
electric_blue,#7df9ff,0.5076923076923077,0.5098039215686274,1.0
electric_crimson,#ff003f,0.9588235294117649,1.0,1.0
electric_cyan,#0ff,0.5,1.0,1.0
electric_green,#0f0,0.3333333333333333,1.0,1.0
electric_indigo,#6f00ff,0.7392156862745098,1.0,1.0
electric_lavender,#f4bbff,0.806372549019608,0.2666666666666667,1.0
electric_lime,#cf0,0.1999999999999999,1.0,1.0
electric_purple,#bf00ff,0.7915032679738562,1.0,1.0
electric_ultramarine,#3f00ff,0.707843137254902,1.0,1.0
electric_violet,#8f00ff,0.7601307189542483,1.0,1.0
electric_yellow,#ff0,0.1666666666666666,1.0,1.0
emerald,#50c878,0.3888888888888889,0.6,0.7843137254901961
english_lavender,#b48395,0.9387755102040816,0.2722222222222223,0.7058823529411765
eton_blue,#96c8a2,0.3733333333333333,0.2499999999999999,0.7843137254901961
fallow,#c19a6b,0.0910852713178294,0.4455958549222797,0.7568627450980392
falu_red,#801818,0.0,0.8125,0.5019607843137255
fandango,#b53389,0.8897435897435897,0.718232044198895,0.7098039215686275
fashion_fuchsia,#f400a1,0.8900273224043715,1.0,0.9568627450980391
fawn,#e5aa70,0.0826210826210826,0.5109170305676856,0.8980392156862745
feldgrau,#4d5d53,0.3958333333333334,0.1720430107526881,0.3647058823529411
fern_green,#4f7942,0.2939393939393939,0.4545454545454545,0.4745098039215686
ferrari_red,#ff2800,0.0261437908496732,1.0,1.0
field_drab,#6c541e,0.1153846153846153,0.7222222222222223,0.4235294117647059
fire_engine_red,#ce2029,0.9913793103448276,0.8446601941747572,0.807843137254902
firebrick,#b22222,0.0,0.8089887640449438,0.6980392156862745
flame,#e25822,0.046875,0.8495575221238938,0.8862745098039215
flamingo_pink,#fc8eac,0.9545454545454546,0.4365079365079365,0.9882352941176472
flavescent,#f7e98e,0.1444444444444444,0.4251012145748987,0.9686274509803922
flax,#eedc82,0.1388888888888889,0.453781512605042,0.9333333333333332
floral_white,#fffaf0,0.111111111111111,0.0588235294117647,1.0
fluorescent_orange,#ffbf00,0.1248366013071895,1.0,1.0
fluorescent_pink,#ff1493,0.9099290780141844,0.9215686274509804,1.0
fluorescent_yellow,#cf0,0.1999999999999999,1.0,1.0
folly,#ff004f,0.9483660130718954,1.0,1.0
forest_green_traditional,#014421,0.4129353233830846,0.9852941176470588,0.2666666666666666
forest_green_web,#228b22,0.3333333333333333,0.7553956834532375,0.5450980392156862
french_beige,#a67b5b,0.0711111111111111,0.4518072289156626,0.6509803921568628
french_blue,#0072bb,0.5650623885918004,1.0,0.7333333333333333
french_lilac,#86608e,0.8043478260869565,0.323943661971831,0.5568627450980392
french_lime,#cf0,0.1999999999999999,1.0,1.0
french_raspberry,#c72c48,0.9698924731182796,0.7788944723618091,0.7803921568627451
french_rose,#f64a8a,0.937984496124031,0.6991869918699187,0.9647058823529412
fuchsia,#f0f,0.8333333333333334,1.0,1.0
fuchsia_crayola,#c154c1,0.8333333333333334,0.5647668393782384,0.7568627450980392
fuchsia_pink,#f7f,0.8333333333333334,0.5333333333333333,1.0
fuchsia_rose,#c74375,0.9368686868686869,0.6633165829145727,0.7803921568627451
fulvous,#e48400,0.0964912280701754,1.0,0.8941176470588236
fuzzy_wuzzy,#c66,0.0,0.5,0.8
gainsboro,#dcdcdc,0.0,0.0,0.8627450980392157
gamboge,#e49b0f,0.109546165884194,0.9342105263157896,0.8941176470588236
ghost_white,#f8f8ff,0.6666666666666666,0.0274509803921568,1.0
ginger,#b06500,0.0956439393939393,1.0,0.6901960784313725
glaucous,#6082b6,0.6007751937984497,0.4725274725274725,0.7137254901960784
glitter,#e6e8fa,0.65,0.0799999999999999,0.9803921568627452
gold_metallic,#d4af37,0.1273885350318471,0.7405660377358491,0.8313725490196079
gold_web_golden,#ffd700,0.1405228758169934,1.0,1.0
golden_brown,#996515,0.101010101010101,0.8627450980392156,0.6
golden_poppy,#fcc200,0.1283068783068782,1.0,0.9882352941176472
golden_yellow,#ffdf00,0.1457516339869281,1.0,1.0
goldenrod,#daa520,0.1191756272401433,0.8532110091743119,0.8549019607843137
granny_smith_apple,#a8e4a0,0.3137254901960784,0.2982456140350877,0.8941176470588236
gray,#808080,0.0,0.0,0.5019607843137255
gray_asparagus,#465945,0.3249999999999999,0.2247191011235955,0.3490196078431372
gray_html_css_gray,#808080,0.0,0.0,0.5019607843137255
gray_x11_gray,#bebebe,0.0,0.0,0.7450980392156863
green_color_wheel_x11_green,#0f0,0.3333333333333333,1.0,1.0
green_crayola,#1cac78,0.4398148148148148,0.8372093023255813,0.6745098039215687
green_html_css_green,#008000,0.3333333333333333,1.0,0.5019607843137255
green_munsell,#00a877,0.4513888888888889,1.0,0.6588235294117647
green_ncs,#009f6b,0.4454926624737945,1.0,0.6235294117647059
green_pigment,#00a550,0.4141414141414141,1.0,0.6470588235294118
green_ryb,#66b032,0.2645502645502645,0.7159090909090909,0.6901960784313725
green_yellow,#adff2f,0.2323717948717948,0.8156862745098039,1.0
grullo,#a99a86,0.0952380952380951,0.2071005917159762,0.6627450980392157
guppie_green,#00ff7f,0.4163398692810457,1.0,1.0
halay_be,#663854,0.8985507246376812,0.4509803921568628,0.4
han_blue,#446ccf,0.6187050359712231,0.6714975845410629,0.8117647058823529
han_purple,#5218fa,0.7094395280235988,0.904,0.9803921568627452
hansa_yellow,#e9d66b,0.1415343915343915,0.5407725321888411,0.9137254901960784
harlequin,#3fff00,0.292156862745098,1.0,1.0
harvard_crimson,#c90016,0.9817578772802652,1.0,0.788235294117647
harvest_gold,#da9100,0.1108562691131498,1.0,0.8549019607843137
heart_gold,#808000,0.1666666666666666,1.0,0.5019607843137255
heliotrope,#df73ff,0.7952380952380952,0.5490196078431373,1.0
hollywood_cerise,#f400a1,0.8900273224043715,1.0,0.9568627450980391
honeydew,#f0fff0,0.3333333333333333,0.0588235294117647,1.0
honolulu_blue,#007fbf,0.555846422338569,1.0,0.7490196078431373
hooker_s_green,#49796b,0.4513888888888889,0.396694214876033,0.4745098039215686
hot_magenta,#ff1dce,0.8694690265486725,0.8862745098039215,1.0
hot_pink,#ff69b4,0.9166666666666666,0.5882352941176471,1.0
hunter_green,#355e3b,0.3577235772357723,0.4361702127659574,0.3686274509803922
iceberg,#71a6d2,0.5756013745704467,0.4619047619047619,0.8235294117647058
icterine,#fcf75e,0.1613924050632911,0.626984126984127,0.9882352941176472
imperial_blue,#002395,0.62751677852349,1.0,0.5843137254901961
inchworm,#b2ec5d,0.2342657342657342,0.6059322033898304,0.9254901960784314
india_green,#138808,0.3190104166666667,0.9411764705882352,0.5333333333333333
indian_red,#cd5c5c,0.0,0.551219512195122,0.803921568627451
indian_yellow,#e3a857,0.0964285714285714,0.6167400881057269,0.8901960784313725
indigo,#6f00ff,0.7392156862745098,1.0,1.0
indigo_dye,#00416a,0.5644654088050315,1.0,0.4156862745098039
indigo_web,#4b0082,0.7628205128205128,1.0,0.5098039215686274
international_klein_blue,#002fa7,0.6197604790419161,1.0,0.6549019607843137
international_orange_aerospace,#ff4f00,0.0516339869281045,1.0,1.0
international_orange_engineering,#ba160c,0.0095785440613026,0.935483870967742,0.7294117647058823
international_orange_golden_gate_bridge,#c0362c,0.0112612612612612,0.7708333333333333,0.7529411764705882
iris,#5a4fcf,0.6809895833333334,0.6183574879227053,0.8117647058823529
isabelline,#f4f0ec,0.083333333333333,0.0327868852459016,0.9568627450980391
islamic_green,#009000,0.3333333333333333,1.0,0.5647058823529412
ivory,#fffff0,0.1666666666666666,0.0588235294117647,1.0
jade,#00a86b,0.439484126984127,1.0,0.6588235294117647
